ID,feat1,feat2,feat3,rating
2067,8,60,9132,0.87
2068,7,69,8304,0.82
2069,8,57,3695,0.10
2070,10,79,6336,0.67
2071,10,51,9576,0.14
2072,2,63,7153,0.20
2073,4,55,1532,0.57
2074,8,64,1306,0.42
2075,3,61,4392,0.56
2076,10,78,3203,0.42
2077,10,97,8746,0.80
2078,5,52,6035,0.74
2079,5,82,3487,0.31
2080,4,52,5907,0.76
2081,3,90,5831,0.86
2082,8,65,9263,0.49
2083,2,58,6144,0.30
2084,1,76,6389,0.09
2085,10,81,6762,0.09
2086,4,100,4064,0.90
2087,7,100,5836,0.69
2088,2,93,4710,0.96
2089,9,87,8061,0.52
2090,10,87,3109,0.56
2091,6,60,8502,0.96
2092,9,93,4605,0.78
2093,4,55,9090,0.32
2094,5,61,6602,0.75
2095,10,73,9616,0.59
2096,10,92,6907,0.50
2097,8,71,3742,0.60
2098,5,67,3058,0.61
2099,9,92,4268,0.79
2100,8,62,2470,0.18
2101,4,84,8648,0.83
2102,6,94,5598,0.41
2103,6,63,2537,0.83
2104,3,85,7902,0.45
2105,9,51,4904,0.25
2106,4,74,2692,0.16
2107,5,87,6799,0.13
2108,4,78,7489,0.18
2109,7,68,9256,0.85
2110,1,75,7246,0.37
2111,8,90,8999,0.84
2112,8,71,5063,0.77
2113,7,90,9072,0.26
2114,10,68,8687,0.35
2115,3,85,2366,0.57
2116,1,94,3491,0.65
2117,6,89,6321,0.57
2118,9,72,4980,0.81
2119,10,72,4348,0.98
2120,8,92,8812,0.66
2121,4,79,8500,0.40
2122,7,84,8673,0.96
2123,6,88,7837,0.40
2124,10,78,9353,0.83
2125,10,71,2859,0.04
2126,1,63,6186,0.17
2127,1,91,9548,0.91
2128,9,93,2979,0.61
2129,3,83,5930,0.75
2130,5,60,2556,0.91
2131,6,80,9068,0.32
2132,9,61,9678,0.21
2133,1,80,4768,0.19
2134,8,51,5724,0.22
2135,7,89,4453,0.13
2136,1,61,3246,0.57
2137,4,60,7470,0.45
2138,1,76,3371,0.93
2139,5,83,5295,0.16
2140,2,90,1640,0.30
2141,9,85,7587,0.85
2142,9,86,4852,0.47
2143,1,54,2005,0.16
2144,7,81,9301,0.42
2145,6,86,5636,0.46
2146,5,79,9562,1.00
2147,5,96,9658,0.36
2148,2,51,4091,0.18
2149,9,79,5104,0.81
2150,3,73,3313,0.34
2151,4,75,6553,0.42
2152,3,76,8351,0.82
2153,10,82,5498,0.38
2154,9,71,8362,0.64
2155,10,76,3913,0.19
2156,2,60,9739,0.95
2157,6,93,9733,0.86
2158,2,59,2713,0.52
2159,3,85,3257,0.80
2160,3,88,3526,0.35
2161,10,84,5256,0.75
2162,7,68,3488,0.65
2163,10,63,5281,0.05
2164,8,69,1421,0.46
2165,3,96,7593,0.10
2166,6,71,6947,0.52
2167,8,98,7944,0.97
2168,9,59,2718,0.77
2169,9,94,3420,0.08
2170,2,75,7193,0.62
2171,7,77,5431,0.35
2172,3,51,9915,0.78
2173,3,73,4050,0.56
2174,9,53,4037,0.03
2175,7,82,2436,0.09
2176,6,77,9601,0.98
2177,2,95,7609,0.15
2178,8,80,9502,0.12
2179,8,59,7343,0.79
2180,4,60,8616,0.15
2181,1,86,8746,0.07
2182,6,86,9780,0.35
2183,4,79,1787,0.61
2184,9,58,8880,0.23
2185,5,59,6077,0.15
2186,10,91,2312,0.92
2187,1,94,9441,0.75
2188,1,80,8793,0.75
2189,2,82,9456,0.77
2190,7,86,4412,0.22
2191,6,74,4058,0.25
2192,10,58,8501,0.34
2193,7,99,2230,0.49
2194,7,74,9220,0.00
2195,10,89,7805,0.69
2196,4,82,6543,0.81
2197,9,50,6061,0.01
2198,9,98,1775,0.97
2199,6,56,6279,0.64
2200,5,76,2248,0.93
2201,10,64,2132,0.75
2202,8,53,8574,0.07
2203,2,76,7204,0.33
2204,2,62,9136,0.74
2205,1,53,9091,0.82
2206,8,100,8876,0.16
2207,4,95,4830,0.30
2208,5,100,1230,0.84
2209,9,68,7353,0.58
2210,10,93,4217,0.37
2211,3,100,9924,0.60
2212,10,67,4611,0.05
2213,5,51,9888,0.54
2214,7,62,1004,0.63
2215,6,60,9797,0.57
2216,10,59,2522,0.86
2217,1,59,9724,0.63
2218,5,67,1084,0.87
2219,3,96,1769,0.67
2220,5,63,6607,0.83
2221,7,81,5956,0.90
2222,1,78,8477,0.10
2223,2,87,4459,0.03
2224,2,93,7605,0.34
2225,4,93,8362,0.69
2226,5,52,6878,0.72
2227,4,95,9647,0.12
2228,10,91,8937,0.88
2229,5,58,4814,0.84
2230,4,53,1934,0.05
2231,1,86,4917,0.56
2232,7,71,2329,0.82
2233,5,69,8412,0.06
2234,2,98,8211,0.47
2235,9,100,8811,1.00
2236,6,99,9566,0.83
2237,8,62,3024,0.17
2238,4,64,7543,0.37
2239,10,82,9482,0.89
2240,3,67,6968,1.00
2241,1,89,8301,0.18
2242,3,57,4695,0.73
2243,7,64,7035,0.57
2244,8,59,5345,0.00
2245,6,56,8910,0.66
2246,2,78,5809,0.90
2247,1,94,9943,0.54
2248,8,92,4192,0.59
2249,8,52,5954,0.00
2250,8,89,1442,0.12
2251,5,66,9685,0.47
2252,10,84,7187,0.51
2253,1,78,5623,0.72
2254,7,83,6665,0.07
2255,4,83,6539,0.32
2256,2,72,7487,0.32
2257,9,96,8590,0.06
2258,7,96,7264,0.55
2259,7,63,3976,0.39
2260,7,74,5740,0.58
2261,9,89,3550,0.71
2262,1,79,9843,0.87
2263,9,62,2526,0.14
2264,5,88,2294,0.38
2265,1,58,3053,0.07
2266,4,77,9938,0.07
2267,2,62,2046,0.67
2268,10,54,8974,0.75
2269,2,62,4718,0.41
2270,10,87,1809,0.86
2271,7,67,6792,0.32
2272,4,92,6639,0.71
2273,4,63,8693,0.50
2274,8,60,8006,0.76
2275,10,93,6650,0.50
2276,9,50,4918,0.14
2277,9,53,6866,0.24
2278,7,63,1252,0.12
2279,7,86,7447,0.26
2280,3,66,6922,0.09
2281,2,81,1198,0.43
2282,2,85,2053,0.46
2283,6,75,4995,0.80
2284,3,65,7523,0.03
2285,6,81,2329,0.41
2286,6,54,9653,0.01
2287,4,63,8834,0.79
2288,10,95,1348,0.61
2289,2,59,8876,0.87
2290,9,56,3596,0.08
2291,7,86,1034,0.04
2292,4,59,5365,0.00
2293,4,63,8808,0.04
2294,8,62,7651,0.14
2295,1,75,5344,0.85
2296,7,97,7579,0.85
2297,10,93,2022,0.07
2298,5,81,5622,0.22
2299,2,96,5325,0.19
2300,7,97,9468,0.37
2301,6,85,7236,0.34
2302,5,73,6993,0.72
2303,9,53,7232,0.89
2304,10,57,1204,0.78
2305,4,80,3538,0.45
2306,6,68,9042,0.10
2307,3,71,6486,0.80
2308,4,66,8212,0.66
2309,10,57,2958,0.85
2310,7,99,8749,0.75
2311,1,53,9880,0.90
2312,5,51,2192,0.91
2313,4,84,6354,0.68
2314,1,81,8096,0.00
2315,2,87,3407,0.81
2316,1,58,9816,0.60
2317,1,65,9059,0.17
2318,7,67,6981,0.41
2319,1,89,3438,0.54
2320,4,100,7761,0.67
2321,6,51,8905,0.84
2322,5,83,8400,0.92
2323,6,88,4801,0.15
2324,1,94,9776,0.76
2325,6,76,1658,0.65
2326,6,85,7637,0.22
2327,3,68,5256,0.05
2328,9,97,3798,0.88
2329,5,84,4307,0.16
2330,8,66,9044,0.78
2331,3,69,1976,0.99
2332,7,64,4415,0.33
2333,8,95,5613,0.48
2334,2,67,8683,0.27
2335,8,59,3061,0.67
2336,5,63,8128,0.74
2337,7,85,2195,0.01
2338,8,81,6205,0.43
2339,6,80,7064,0.17
2340,3,99,4498,0.51
2341,3,56,5814,0.23
2342,4,72,3538,0.94
2343,3,87,9038,0.03
2344,4,76,8829,0.51
2345,8,52,3034,0.71
2346,5,98,9611,0.27
2347,8,93,3171,0.65
2348,3,99,8299,0.92
2349,10,55,7372,0.28
2350,2,70,7199,0.03
2351,10,98,3688,0.95
2352,2,62,4307,0.47
2353,6,89,8021,0.38
2354,7,59,1798,0.48
2355,3,73,2824,0.52
2356,2,81,5897,0.88
2357,10,90,7449,0.66
2358,6,89,5601,0.49
2359,3,54,9886,0.73
2360,4,86,2699,0.66
2361,8,76,6715,0.94
2362,10,62,7489,0.80
2363,6,97,6549,0.73
2364,6,64,7743,0.28
2365,4,89,2222,0.79
2366,3,92,8878,0.47
2367,6,94,7041,0.65
2368,8,82,6251,0.64
2369,6,82,9677,0.30
2370,6,71,7888,0.82
2371,4,82,8137,0.33
2372,9,88,5318,0.38
2373,9,86,9250,0.05
2374,3,74,6689,0.01
2375,6,51,8353,0.31
2376,5,54,2260,0.76
2377,6,96,4462,0.55
2378,3,74,5414,0.32
2379,8,96,8324,0.74
2380,8,64,8262,0.68
2381,1,91,9575,0.50
2382,3,97,3544,0.86
2383,2,52,2335,0.37
2384,4,99,1217,0.04
2385,1,90,2051,0.83
2386,2,59,8564,0.02
2387,2,62,8379,0.80
2388,7,93,5552,0.39
2389,8,64,4121,0.55
2390,3,66,1219,0.79
2391,1,80,8098,0.66
2392,2,74,6644,0.14
2393,6,84,2105,0.31
2394,4,81,1625,0.15
2395,6,92,6544,0.35
2396,2,53,1993,0.57
2397,10,72,7062,0.80
2398,1,58,8057,0.95
2399,1,73,8402,0.38
2400,9,73,7463,0.95
2401,6,53,5967,0.18
2402,3,68,6248,0.28
2403,6,97,3692,0.75
2404,6,95,4402,0.27
2405,3,88,4935,0.10
2406,2,55,3775,0.46
2407,3,92,5320,0.01
2408,10,83,7001,0.77
2409,4,90,3455,0.16
2410,7,95,4182,0.25
2411,10,51,7987,0.75
2412,5,64,3413,0.42
2413,9,51,6224,0.93
2414,1,92,8145,0.77
2415,8,64,3564,0.59
2416,8,83,7796,0.96
2417,8,62,4260,0.81
2418,8,97,4803,0.58
2419,2,82,5170,0.65
2420,9,61,5065,0.83
2421,3,89,5794,0.80
2422,2,80,4234,0.92
2423,5,91,9090,0.25
2424,6,67,9634,0.07
2425,2,88,2679,0.46
2426,3,89,9279,0.70
2427,10,97,3138,0.36
2428,9,56,4582,0.95
2429,10,69,7673,0.45
2430,10,67,3425,0.54
2431,1,50,5874,0.71
2432,4,72,1115,0.81
2433,9,99,9956,0.46
2434,9,70,8515,0.65
2435,5,63,3679,0.32
2436,4,58,7362,0.62
2437,10,75,2616,0.60
2438,2,67,3627,0.13
2439,5,68,4930,0.58
2440,9,68,1741,0.16
2441,3,100,8303,0.97
2442,10,96,7677,0.71
2443,1,51,6309,0.97
2444,3,66,6046,0.67
2445,3,94,9749,0.22
2446,9,81,2164,0.26
2447,5,91,3351,0.45
2448,9,98,1706,0.66
2449,4,57,9868,0.19
2450,1,86,3785,0.37
2451,8,50,2788,0.25
2452,8,93,1255,0.89
2453,10,99,1304,0.60
2454,3,100,5067,0.58
2455,3,94,7662,0.34
2456,3,84,7035,0.32
2457,9,98,4701,0.93
2458,7,93,8970,0.85
2459,8,81,5116,0.00
2460,1,96,3384,0.86
2461,1,91,8601,0.46
2462,6,88,1646,0.23
2463,8,88,1169,0.20
2464,4,88,8648,0.78
2465,5,82,5600,0.27
2466,5,55,1035,0.98
2467,3,84,5542,0.12
2468,9,68,8602,0.92
2469,10,53,5313,0.38
2470,1,62,5043,0.48
2471,10,56,8642,0.62
2472,7,92,5938,0.34
2473,4,71,7927,0.30
2474,7,58,9466,0.70
2475,3,79,2209,0.38
2476,3,56,3368,0.00
2477,4,80,7363,0.47
2478,4,76,2789,0.14
2479,9,69,9342,0.91
2480,6,94,4648,0.20
2481,2,66,9500,0.24
2482,1,70,7748,0.66
2483,2,86,1219,0.36
2484,6,87,9597,0.57
2485,2,95,2270,0.03
2486,2,70,2338,0.90
2487,10,66,2125,0.56
2488,1,88,5865,0.80
2489,8,78,6655,0.33
2490,3,74,8762,0.00
2491,4,63,5701,0.54
2492,7,79,6933,0.18
2493,5,51,5623,0.84
2494,9,98,5397,0.12
2495,3,71,8850,0.99
2496,7,66,7497,0.99
2497,4,67,8473,0.10
2498,5,74,3446,0.59
2499,5,79,4677,0.17
2500,6,96,1137,0.47
2501,9,59,3520,0.18
2502,1,86,5929,0.17
2503,3,62,7094,0.62
2504,6,82,3549,0.62
2505,2,70,8142,0.17
2506,9,75,4878,0.08
2507,4,83,1877,0.36
2508,9,92,5126,0.61
2509,1,95,5899,0.43
2510,8,96,9045,0.72
2511,7,81,4372,0.81
2512,9,82,6470,0.98
2513,8,91,7630,0.22
2514,4,50,1696,0.25
2515,10,98,5782,0.44
2516,5,73,2015,0.48
2517,2,88,6737,0.46
2518,1,71,4050,0.60
2519,10,61,8154,0.89
2520,10,66,8043,0.55
2521,6,74,8130,0.52
2522,4,83,7880,0.48
2523,9,83,2653,0.10
2524,5,88,2706,0.91
2525,6,82,2477,0.06
2526,1,67,8438,0.62
2527,10,75,6386,0.94
2528,8,76,6633,1.00
2529,10,66,5887,0.76
2530,3,91,2642,0.09
2531,7,76,1464,0.41
2532,6,82,7992,0.62
2533,5,89,1393,0.09
2534,2,84,8289,0.10
2535,10,62,7734,0.38
2536,1,79,9786,0.97
2537,1,77,9482,0.90
2538,8,80,4871,0.47
2539,10,58,5715,0.72
2540,3,68,9978,0.47
2541,3,62,8225,0.79
2542,8,55,1341,0.03
2543,4,73,2351,0.95
2544,2,52,1313,0.32
2545,7,89,7622,0.58
2546,7,58,4060,0.61
2547,1,76,6594,0.03
2548,2,93,1412,0.41
2549,10,84,4051,0.77
2550,10,59,8918,0.59
2551,8,68,4942,0.45
2552,4,65,9309,0.28
2553,7,62,4622,0.35
2554,10,86,6227,0.50
2555,6,66,4241,0.76
2556,5,94,2412,0.64
2557,3,87,4408,0.53
2558,7,71,5154,0.13
2559,3,81,4302,0.99
2560,8,66,7373,0.91
2561,3,72,7348,0.37
2562,2,75,1410,0.53
2563,6,94,6228,0.26
2564,5,55,9411,0.73
2565,10,74,4019,0.38
2566,9,76,1938,1.00
2567,3,100,6592,0.33
2568,1,74,5609,0.15
2569,1,99,3374,0.49
2570,3,71,9589,0.19
2571,2,86,9911,0.16
2572,4,70,2955,0.95
2573,3,79,5446,0.15
2574,4,52,5758,0.69
2575,1,51,8097,0.73
2576,2,99,2695,0.81
2577,5,63,7555,0.13
2578,7,54,9781,0.50
2579,1,63,7325,0.47
2580,2,62,7094,0.18
2581,2,54,6275,0.40
2582,2,74,5310,0.74
2583,4,95,1500,0.50
2584,7,84,8704,0.87
2585,3,95,2541,0.99
2586,3,54,4507,0.19
2587,7,65,1783,0.03
2588,4,80,2753,0.37
2589,1,88,2200,0.62
2590,10,84,1530,0.71
2591,7,92,2468,0.09
2592,5,80,4374,0.58
2593,6,97,8422,0.05
2594,8,56,7181,0.99
2595,2,51,6950,0.12
2596,3,58,7080,0.84
2597,4,87,1685,0.26
2598,8,52,6486,0.59
2599,4,75,1956,0.77
2600,3,88,2101,0.49
2601,7,69,7116,0.48
2602,2,79,8544,0.72
2603,4,68,6486,0.30
2604,2,85,5912,0.44
2605,8,66,7466,0.10
2606,8,71,7640,0.26
2607,6,74,6338,0.17
2608,1,66,6420,0.48
2609,3,85,4646,0.36
2610,8,87,4476,0.47
2611,3,75,3517,0.21
2612,7,74,1597,0.34
2613,4,92,1709,0.31
2614,4,91,1402,0.41
2615,1,72,3899,0.23
2616,2,96,5341,0.78
2617,3,92,6207,0.86
2618,9,96,7169,0.86
2619,10,88,2865,0.64
2620,1,51,8809,0.46
2621,9,89,3700,0.41
2622,8,57,3414,0.82
2623,7,81,8844,0.12
2624,1,98,1091,0.40
2625,2,51,1678,0.46
2626,10,100,9735,0.32
2627,6,95,1744,0.58
2628,1,56,1151,0.44
2629,10,84,2544,0.82
2630,2,75,7349,0.27
2631,6,88,3142,0.22
2632,9,55,4325,0.65
2633,8,86,4016,0.89
2634,3,81,1738,0.28
2635,7,51,6062,0.18
2636,2,92,7566,0.97
2637,3,78,2632,0.83
2638,8,81,2515,0.69
2639,6,59,5390,0.12
2640,9,88,8008,0.53
2641,10,68,9950,0.41
2642,1,62,2239,0.43
2643,7,92,6821,0.69
2644,3,74,4490,0.38
2645,3,67,4502,0.50
2646,1,52,2839,0.98
2647,4,83,7346,0.65
2648,2,93,9157,0.66
2649,10,52,4431,0.61
2650,8,78,6359,0.43
2651,10,79,8558,0.89
2652,3,77,7347,0.08
2653,5,65,8736,0.44
2654,4,71,9794,0.09
2655,9,50,8038,0.08
2656,2,98,9810,0.52
2657,5,52,9354,0.31
2658,7,54,8670,0.31
2659,3,64,7201,0.47
2660,10,65,9858,0.14
2661,4,86,2156,0.61
2662,1,60,1437,0.16
2663,4,96,9069,0.46
2664,3,84,8037,0.43
2665,5,59,9829,0.13
2666,1,85,4001,0.65
2667,4,83,1615,0.65
2668,7,87,6453,0.75
2669,3,95,6259,0.94
2670,1,86,8548,0.33
2671,6,69,6013,0.04
2672,8,83,2291,0.55
2673,2,83,5763,0.39
2674,6,82,5859,0.54
2675,8,97,2950,0.36
2676,6,85,2168,0.01
2677,8,74,5551,0.98
2678,6,62,2750,0.14
2679,8,75,8141,0.92
2680,10,80,7605,0.43
2681,6,69,8575,0.77
2682,7,72,3187,0.54
2683,4,68,8448,0.81
2684,4,94,2707,0.13
2685,7,76,3737,0.17
2686,8,91,9004,0.80
2687,8,60,6490,0.77
2688,8,98,5278,0.36
2689,10,71,4882,0.99
2690,4,61,6679,0.30
2691,2,81,5847,0.03
2692,8,52,8093,0.98
2693,1,61,4936,0.53
2694,1,86,4712,0.18
2695,7,67,3792,0.08
2696,9,99,6295,0.87
2697,3,50,3193,0.99
2698,1,85,8274,0.71
2699,5,99,7044,0.18
2700,2,75,4434,0.31
2701,5,98,6173,0.33
2702,4,74,5256,0.28
2703,2,57,9096,0.63
2704,2,96,9222,0.22
2705,3,96,4038,0.15
2706,7,60,5434,0.45
2707,3,96,6590,0.68
2708,10,69,1321,0.11
2709,10,71,9932,0.97
2710,6,83,4965,0.55
2711,6,99,4428,0.60
2712,10,85,5871,0.53
2713,7,94,8969,0.00
2714,3,70,7314,0.23
2715,4,60,9363,0.90
2716,5,80,2975,0.94
2717,4,98,6955,0.14
2718,9,99,5281,0.03
2719,7,50,9627,0.98
2720,1,97,1148,0.04
2721,9,72,6327,0.94
2722,1,91,5907,0.97
2723,1,87,8838,0.32
2724,5,64,9383,0.16
2725,10,63,1953,0.60
2726,1,92,8382,0.62
2727,10,75,4414,0.65
2728,8,92,3689,0.38
2729,3,63,5277,0.34
2730,10,51,7250,0.63
2731,8,84,8238,0.68
2732,10,97,2429,0.91
2733,5,72,2667,0.21
2734,2,81,4071,0.38
2735,4,92,4467,0.19
2736,3,59,9589,0.32
2737,3,72,8504,0.86
2738,6,85,8424,0.80
2739,2,74,2220,0.36
2740,9,92,7553,0.16
2741,2,81,5057,0.06
2742,4,94,8855,0.88
2743,10,82,5665,0.84
2744,2,61,2596,0.00
2745,2,73,2682,0.02
2746,2,78,7066,0.80
2747,3,70,2686,0.30
2748,3,95,8293,0.69
2749,5,75,5323,0.25
2750,5,53,6329,0.34
2751,6,83,7901,0.06
2752,8,70,8372,0.87
2753,8,58,5240,0.34
2754,8,76,5606,0.42
2755,8,78,8240,0.53
2756,9,81,7218,0.40
2757,4,76,8088,0.18
2758,9,67,4504,0.79
2759,1,71,4910,0.71
2760,4,52,9965,0.75
2761,7,91,1706,0.36
2762,3,95,3290,0.20
2763,9,68,1890,0.13
2764,10,96,6331,0.72
2765,10,65,5071,0.41
2766,6,64,1839,0.48
2767,8,53,4914,0.04
2768,5,90,1521,0.51
2769,1,99,5248,0.77
2770,3,79,3098,0.55
2771,9,66,4280,0.61
2772,6,65,1139,0.06
2773,5,84,4575,0.91
2774,9,89,3161,0.08
2775,5,91,1424,0.95
2776,1,52,3297,0.26
2777,3,92,6019,0.52
2778,6,51,4751,0.36
2779,9,67,2579,0.42
2780,8,89,5313,0.32
2781,6,71,6517,0.27
2782,1,87,3919,0.12
2783,1,63,1922,0.24
2784,7,54,3000,0.84
2785,3,91,9095,0.50
2786,1,56,2817,0.81
2787,4,69,6952,0.36
2788,9,89,8828,0.17
2789,5,64,4388,0.65
2790,2,58,8697,0.68
2791,9,61,4535,0.36
2792,4,50,1652,0.63
2793,3,62,3031,0.36
2794,5,77,1508,0.39
2795,9,66,3012,0.78
2796,1,75,3669,0.93
2797,10,99,8063,0.72
2798,2,82,3633,0.03
2799,8,50,6722,0.68
2800,9,72,2199,0.18
2801,2,93,5081,0.87
2802,1,57,4799,0.07
2803,2,53,5696,0.58
2804,5,57,6641,0.92
2805,10,87,3587,0.83
2806,8,64,5719,0.76
2807,10,78,9493,0.02
2808,5,72,2079,0.93
2809,7,59,5549,0.27
2810,6,51,1040,0.05
2811,1,75,5610,0.82
2812,3,72,5541,0.65
2813,5,85,7647,0.47
2814,2,90,3586,0.10
2815,7,69,2502,0.15
2816,3,88,2922,0.28
2817,5,81,2385,0.87
2818,5,94,4414,0.31
2819,8,78,4151,0.53
2820,7,54,3987,0.23
2821,9,69,8187,0.20
2822,2,67,8678,0.06
2823,1,76,9165,0.33
2824,10,70,6943,0.51
2825,9,55,5211,0.79
2826,7,67,5083,0.05
2827,4,54,9596,0.66
2828,1,58,3518,0.52
2829,1,88,1836,0.05
2830,6,93,6195,0.86
2831,3,73,3867,0.16
2832,5,96,6112,0.55
2833,5,87,7940,0.24
2834,3,100,1255,0.98
2835,3,75,4048,0.51
2836,6,73,3387,0.19
2837,10,63,3697,0.68
2838,10,78,6811,0.21
2839,4,50,8765,0.20
2840,1,77,3813,0.24
2841,4,85,2007,0.85
2842,8,53,1308,0.57
2843,8,94,6761,0.31
2844,4,62,6827,0.40
2845,6,62,5977,0.20
2846,9,93,1064,0.75
2847,10,89,3329,0.77
2848,10,54,6809,0.73
2849,10,83,5806,0.03
2850,3,67,9038,0.44
2851,2,81,9056,0.80
2852,9,74,4913,0.98
2853,7,92,6639,0.02
2854,3,58,9263,0.06
2855,3,94,1838,0.62
2856,9,50,4326,0.34
2857,5,64,4603,0.44
2858,5,91,9663,0.41
2859,7,57,4495,0.33
2860,6,100,6166,0.22
2861,2,91,1347,0.17
2862,6,89,6794,0.67
2863,4,53,1566,0.51
2864,8,50,4284,0.99
2865,3,86,4305,0.61
2866,7,87,3194,0.96
2867,5,88,4726,0.70
2868,1,55,3479,0.35
2869,2,64,3672,0.88
2870,9,93,6967,0.67
2871,8,86,7530,0.73
2872,8,96,3967,0.03
2873,9,91,2442,0.33
2874,10,73,7025,0.54
2875,9,67,9338,0.75
2876,5,92,5048,0.78
2877,4,93,1055,0.88
2878,6,76,7283,0.36
2879,2,71,8949,0.80
2880,4,78,5276,0.01
2881,4,98,2902,0.76
2882,10,69,8553,0.69
2883,7,96,9132,0.19
2884,3,72,2382,0.83
2885,6,100,3278,0.21
2886,3,65,1602,0.97
2887,8,98,8743,0.42
2888,6,59,5631,0.64
2889,8,85,5603,0.65
2890,10,75,8282,0.25
2891,8,70,1524,0.90
2892,10,97,1796,0.14
2893,2,100,7082,0.72
2894,10,63,5605,0.62
2895,7,74,5734,0.66
2896,7,55,2664,0.02
2897,3,64,9751,0.64
2898,5,59,9904,0.29
2899,8,61,9809,0.97
2900,3,70,6990,0.84
2901,6,75,8718,0.10
2902,7,96,7116,0.43
2903,10,95,7695,0.74
2904,4,97,8778,1.00
2905,9,81,6041,0.64
2906,10,61,2535,0.40
2907,2,64,4796,0.69
2908,10,68,1239,0.26
2909,3,82,3258,0.25
2910,1,66,5591,0.55
2911,2,91,6191,0.24
2912,3,71,6110,0.01
2913,7,84,3832,0.34
2914,8,97,2462,0.52
2915,5,61,1747,0.89
2916,10,56,7442,0.85
2917,8,56,9301,0.16
2918,2,62,8725,0.82
2919,8,69,2378,0.16
2920,7,56,4961,0.33
2921,5,84,2125,0.08
2922,7,93,3772,0.05
2923,7,58,6206,0.11
2924,5,88,3815,0.04
2925,5,52,1015,0.03
2926,2,55,8249,0.11
2927,10,60,2041,0.63
2928,1,62,7532,0.38
2929,8,67,2714,0.62
2930,5,69,9850,0.05
2931,8,76,4686,0.76
2932,10,59,6908,0.91
2933,8,52,7838,0.16
2934,6,55,6601,0.75
2935,4,71,3462,0.39
2936,10,77,9061,0.16
2937,6,62,1480,0.25
2938,7,57,9951,0.89
2939,9,77,7445,0.82
2940,2,74,5455,0.58
2941,6,56,7326,0.49
2942,4,58,7543,0.12
2943,2,77,5569,0.41
2944,5,59,7655,0.32
2945,5,50,3831,0.91
2946,10,99,5311,0.24
2947,2,98,4309,0.70
2948,5,90,4393,0.87
2949,7,78,2095,0.98
2950,4,82,2338,1.00
2951,10,72,3378,0.17
2952,9,91,8433,0.16
2953,8,85,6118,0.45
2954,6,98,8667,0.78
2955,5,92,9756,0.83
2956,5,55,5951,0.05
2957,1,72,3591,0.69
2958,7,77,7635,0.50
2959,3,96,9505,0.65
2960,3,52,5450,0.42
2961,4,93,3685,0.74
2962,5,54,7455,0.30
2963,1,78,3971,0.60
2964,10,74,6015,0.09
2965,4,61,9923,0.13
2966,9,76,3284,0.16
2967,5,99,8191,0.29
2968,9,83,3495,0.17
2969,1,79,8826,0.24
2970,4,57,8112,0.99
2971,2,77,2800,0.61
2972,5,60,8751,0.83
2973,6,84,2632,0.27
2974,8,63,6419,0.47
2975,9,92,4655,0.87
2976,10,90,5027,0.84
2977,10,68,3311,0.06
2978,9,52,5830,0.46
2979,3,71,9715,0.76
2980,6,67,6667,0.13
2981,8,82,1486,0.97
2982,10,62,3439,0.21
2983,7,95,3614,0.23
2984,5,100,5154,0.53
2985,1,62,9084,0.02
2986,5,51,6720,0.59
2987,4,74,8016,0.38
2988,5,66,4710,0.16
2989,3,71,5728,0.21
2990,2,59,1459,0.78
2991,5,56,5359,0.75
2992,5,65,8089,0.64
2993,1,66,1256,0.74
2994,9,55,2314,0.86
2995,5,68,1406,0.72
2996,3,80,6331,0.18
2997,5,66,4870,0.09
2998,9,96,3327,0.46
2999,1,56,2210,0.92
3000,3,92,5453,0.07
3001,2,71,4649,0.06
3002,7,75,9308,0.03
3003,10,97,8348,0.48
3004,9,50,3936,0.87
3005,10,76,8292,0.42
3006,7,83,9465,0.44
3007,6,65,7782,0.82
3008,1,79,4663,0.66
3009,1,72,9694,0.03
3010,2,50,9224,0.56
3011,10,90,7933,0.94
3012,7,51,7100,0.04
3013,9,55,3963,0.26
3014,1,63,9609,0.65
3015,4,89,9222,0.39
3016,3,68,3732,0.16
3017,6,78,3956,0.75
3018,8,58,3617,1.00
3019,5,56,7750,0.80
3020,4,61,7011,0.47
3021,10,61,7456,0.47
3022,9,87,2919,0.90
3023,2,72,4862,0.01
3024,8,57,1699,0.61
3025,4,78,6867,0.41
3026,1,80,9347,0.74
3027,3,99,9609,0.20
3028,4,83,7115,0.67
3029,1,89,2476,0.05
3030,5,76,9101,0.10
3031,8,66,4611,0.87
3032,8,81,4036,0.53
3033,10,51,7098,0.00
3034,8,62,9273,0.28
3035,8,58,4204,0.44
3036,3,52,9274,0.02
3037,10,100,6507,0.36
3038,9,97,4583,0.04
3039,10,90,6235,0.44
3040,6,92,1565,0.79
3041,8,73,2355,0.11
3042,6,66,9754,0.57
3043,7,75,4598,0.13
3044,4,79,7353,0.79
3045,6,74,6310,0.39
3046,6,85,3266,0.75
3047,6,89,6149,0.09
3048,3,81,1934,0.07
3049,4,52,5303,0.14
3050,9,99,8753,0.27
3051,2,91,9812,0.74
3052,1,62,1940,0.38
3053,3,89,3737,0.31
3054,9,58,8925,0.28
3055,1,95,9770,0.02
3056,7,68,2138,0.47
3057,10,96,1147,0.11
3058,5,51,4700,0.53
3059,4,96,7873,0.07
3060,9,65,4283,0.11
3061,4,100,4850,0.13
3062,10,55,7430,0.74
3063,8,59,8299,0.40
3064,5,64,4538,0.66
